"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.15: Odsetek osób, które w 2023 roku zrealizowały co najmniej jedną receptę na refundowany lek przeciwdepresyjny w stosunku do ludności województwa","","","","","","","","","","",""
"Województwo","Odsetek ludności","","","","","","","","","",""
"Dolnośląskie","4.1399999999999999E-2","","","","","","","","","",""
"Kujawsko-pomorskie","6.25E-2","","","","","","","","","",""
"Lubelskie","4.6399999999999997E-2","","","","","","","","","",""
"Lubuskie","3.8100000000000002E-2","","","","","","","","","",""
"Łódzkie","5.5399999999999998E-2","","","","","","","","","",""
"Małopolskie","3.9800000000000002E-2","","","","","","","","","",""
"Mazowieckie","4.0800000000000003E-2","","","","","","","","","",""
"Opolskie","3.5499999999999997E-2","","","","","","","","","",""
"Podkarpackie","3.9100000000000003E-2","","","","","","","","","",""
"Podlaskie","3.8300000000000001E-2","","","","","","","","","",""
"Pomorskie","4.7899999999999998E-2","","","","","","","","","",""
"Śląskie","4.2099999999999999E-2","","","","","","","","","",""
"Świętokrzyskie","4.48E-2","","","","","","","","","",""
"Warmińsko-mazurskie","3.9E-2","","","","","","","","","",""
"Wielkopolskie","5.1999999999999998E-2","","","","","","","","","",""
"Zachodniopomorskie","3.8800000000000001E-2","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ i GUS","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.16: Wartość refundacji oraz dopłat pacjentów dla refundowanych leków przeciwdepresyjnych (2013–2023)","","","","","","","","","","",""
"Rok","Dopłata pacjentów (mln zł)","Refundacja (mln zł)","","","","","","","","",""
"2013","81.95","100.47","","","","","","","","",""
"2014","75.77","107.19","","","","","","","","",""
"2015","84.01","115.53","","","","","","","","",""
"2016","85.37","116.89","","","","","","","","",""
"2017","90.7","129.32","","","","","","","","",""
"2018","97.77","136.04","","","","","","","","",""
"2019","100.94","143.43","","","","","","","","",""
"2020","108.75","170.66","","","","","","","","",""
"2021","120.21","190.76","","","","","","","","",""
"2022","131.02000000000001","211.26","","","","","","","","",""
"2023","138.46","240.46","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.17: Wartość średniej refundacji oraz średnich dopłat pacjentów do refundowanych leków przeciwdepresyjnych w przeliczeniu na pacjenta (2013–2023)","","","","","","","","","","",""
"Rok","Dopłata pacjentów (mln zł)","Refundacja (mln zł)","","","","","","","","",""
"2013","85.9","105.3","","","","","","","","",""
"2014","73.900000000000006","104.6","","","","","","","","",""
"2015","77","105.9","","","","","","","","",""
"2016","74","101.3","","","","","","","","",""
"2017","74.7","106.6","","","","","","","","",""
"2018","76.3","106.1","","","","","","","","",""
"2019","74.5","105.9","","","","","","","","",""
"2020","78.8","123.7","","","","","","","","",""
"2021","79.099999999999994","125.6","","","","","","","","",""
"2022","80.900000000000006","130.5","","","","","","","","",""
"2023","79.5","138.1","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.14: Realizacja recept na refundowane leki przeciwdepresyjne (2013–2023)","","","","","","","","","","",""
"Rok","Suma refundacji (mln zł)","Suma dopłat pacjentów (mln zł)","Liczba opakowań (mln)","Liczba pozycji recept (mln)","Suma DDD (mln)","","","","","",""
"2013","100.47","81.95","7.53","3.93","159.38","","","","","",""
"2014","107.19","75.77","8.2899999999999991","4.29","179.74","","","","","",""
"2015","115.53","84.01","8.9499999999999993","4.57","200.9","","","","","",""
"2016","116.89","85.37","9.52","4.83","218.51","","","","","",""
"2017","129.32","90.7","10.08","5.1100000000000003","236.77","","","","","",""
"2018","136.04","97.77","10.66","5.38","255.01","","","","","",""
"2019","143.43","100.94","11.43","5.64","273.55","","","","","",""
"2020","170.66","108.75","12.25","6.07","300.97000000000003","","","","","",""
"2021","190.76","120.21","13.31","6.71","333.39","","","","","",""
"2022","211.26","131.02000000000001","14.38","7.26","373.72","","","","","",""
"2023","240.46","138.46","15.51","7.88","408.59","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.18: Liczba pacjentów (w tys.) realizująca recepty na refundowane leki przeciwdepresyjne według wyszczególnionych substancji czynnych (2013–2023)","","","","","","","","","","",""
"Rok","Nazwa substancji","Liczba pacjentów (tys.)","","","","","","","","",""
"2013","fluoxetinum","140.58000000000001","","","","","","","","",""
"2013","mianserini hydrochloridum","196.76","","","","","","","","",""
"2013","paroxetinum","118.08","","","","","","","","",""
"2013","pozostałe","211.39","","","","","","","","",""
"2013","sertralinum","247.94","","","","","","","","",""
"2013","trazodoni hydrochloridum","126.79","","","","","","","","",""
"2013","venlafaxinum","145.36000000000001","","","","","","","","",""
"2014","fluoxetinum","146.54","","","","","","","","",""
"2014","mianserini hydrochloridum","198.67","","","","","","","","",""
"2014","paroxetinum","119.1","","","","","","","","",""
"2014","pozostałe","215.8","","","","","","","","",""
"2014","sertralinum","273.42","","","","","","","","",""
"2014","trazodoni hydrochloridum","166.25","","","","","","","","",""
"2014","venlafaxinum","159.41999999999999","","","","","","","","",""
"2015","fluoxetinum","150.11000000000001","","","","","","","","",""
"2015","mianserini hydrochloridum","195.17","","","","","","","","",""
"2015","paroxetinum","124.88","","","","","","","","",""
"2015","pozostałe","217.18","","","","","","","","",""
"2015","sertralinum","300.47000000000003","","","","","","","","",""
"2015","trazodoni hydrochloridum","201.21","","","","","","","","",""
"2015","venlafaxinum","174.76","","","","","","","","",""
"2016","fluoxetinum","154.19999999999999","","","","","","","","",""
"2016","mianserini hydrochloridum","191.12","","","","","","","","",""
"2016","paroxetinum","129.57","","","","","","","","",""
"2016","pozostałe","213.41","","","","","","","","",""
"2016","sertralinum","326.48","","","","","","","","",""
"2016","trazodoni hydrochloridum","237.08","","","","","","","","",""
"2016","venlafaxinum","189.43","","","","","","","","",""
"2017","fluoxetinum","156.79","","","","","","","","",""
"2017","mianserini hydrochloridum","190.71","","","","","","","","",""
"2017","paroxetinum","132.4","","","","","","","","",""
"2017","pozostałe","208.12","","","","","","","","",""
"2017","sertralinum","351.93","","","","","","","","",""
"2017","trazodoni hydrochloridum","273.54000000000002","","","","","","","","",""
"2017","venlafaxinum","199.93","","","","","","","","",""
"2018","fluoxetinum","161.44999999999999","","","","","","","","",""
"2018","mianserini hydrochloridum","186.95","","","","","","","","",""
"2018","paroxetinum","134.85","","","","","","","","",""
"2018","pozostałe","203.77","","","","","","","","",""
"2018","sertralinum","379.69","","","","","","","","",""
"2018","trazodoni hydrochloridum","317.02","","","","","","","","",""
"2018","venlafaxinum","209.83","","","","","","","","",""
"2019","fluoxetinum","146.44","","","","","","","","",""
"2019","mianserini hydrochloridum","192.39","","","","","","","","",""
"2019","paroxetinum","138.22999999999999","","","","","","","","",""
"2019","pozostałe","201.5","","","","","","","","",""
"2019","sertralinum","417.82","","","","","","","","",""
"2019","trazodoni hydrochloridum","362.8","","","","","","","","",""
"2019","venlafaxinum","225.29","","","","","","","","",""
"2020","fluoxetinum","146.31","","","","","","","","",""
"2020","mianserini hydrochloridum","175.04","","","","","","","","",""
"2020","paroxetinum","135.56","","","","","","","","",""
"2020","pozostałe","238.84","","","","","","","","",""
"2020","sertralinum","421.55","","","","","","","","",""
"2020","trazodoni hydrochloridum","369.59","","","","","","","","",""
"2020","venlafaxinum","227.27","","","","","","","","",""
"2021","fluoxetinum","165.27","","","","","","","","",""
"2021","mianserini hydrochloridum","177.26","","","","","","","","",""
"2021","paroxetinum","141.27000000000001","","","","","","","","",""
"2021","pozostałe","278.31","","","","","","","","",""
"2021","sertralinum","476.24","","","","","","","","",""
"2021","trazodoni hydrochloridum","418.89","","","","","","","","",""
"2021","venlafaxinum","245.03","","","","","","","","",""
"2022","fluoxetinum","179.83","","","","","","","","",""
"2022","mianserini hydrochloridum","174.15","","","","","","","","",""
"2022","paroxetinum","144.69999999999999","","","","","","","","",""
"2022","pozostałe","260.93","","","","","","","","",""
"2022","sertralinum","538.86","","","","","","","","",""
"2022","trazodoni hydrochloridum","466.61","","","","","","","","",""
"2022","venlafaxinum","267.51","","","","","","","","",""
"2023","fluoxetinum","191.61","","","","","","","","",""
"2023","mianserini hydrochloridum","170.89","","","","","","","","",""
"2023","paroxetinum","143.46","","","","","","","","",""
"2023","pozostałe","276.31","","","","","","","","",""
"2023","sertralinum","593.69000000000005","","","","","","","","",""
"2023","trazodoni hydrochloridum","518.46","","","","","","","","",""
"2023","venlafaxinum","289.48","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.15: Liczba pacjentów (w tys.) realizujących recepty na refundowane leki przeciwdepresyjne wg wyszczególnionych substancji (2013–2023)","","","","","","","","","","",""
"Substancja czynna","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"sertralinum","247.94","273.42","300.47000000000003","326.48","351.93","379.69","417.82","421.55","476.24","538.86","593.69000000000005"
"trazodoni hydrochloridum","126.79","166.25","201.21","237.08","273.54000000000002","317.02","362.8","369.59","418.89","466.61","518.46"
"venlafaxinum","145.36000000000001","159.41999999999999","174.76","189.43","199.93","209.83","225.29","227.27","245.03","267.51","289.48"
"fluoxetinum","140.58000000000001","146.54","150.11000000000001","154.19999999999999","156.79","161.44999999999999","146.44","146.31","165.27","179.83","191.61"
"mianserini hydrochloridum","196.76","198.67","195.17","191.12","190.71","186.95","192.39","175.04","177.26","174.15","170.89"
"paroxetinum","118.08","119.1","124.88","129.57","132.4","134.85","138.22999999999999","135.56","141.27000000000001","144.69999999999999","143.46"
"duloxetinum","0.03","0.02","0.02","0.16","0.28000000000000003","0.41","0.46","46.46","77.5","96.14","109.59"
"tianeptinum natricum","82.5","86.44","83.07","81.27","78.709999999999994","77.489999999999995","75.599999999999994","65.81","67.78","65.5","64.19"
"vortioxetini hydrobromidum","0","0.01","0.03","0.04","0.04","0.04","0.04","16.91","26.21","35.36","41.47"
"clomipramini hydrochloridum","52.87","51.94","49.97","46.7","44.21","42.26","40.520000000000003","37.5","36.9","35.729999999999997","34.619999999999997"
"fluvoxamini maleas","8.44","9.11","11.26","12.55","12.6","12.94","13.93","12.37","14.29","16.75","13.85"
"amitriptylini hydrochloridum","54.22","55.57","56.55","56.14","53.62","51.24","49.59","44.74","45.64","0.12","0.09"
"pozostałe","19.39","18.73","24.54","23.97","25.44","25.37","27.22","27.05","26.11","24.73","25.88"
"łącznie","953.78","1025.18","1091.33","1153.92","1213.52","1282.1300000000001","1353.99","1379.74","1518.88","1619.34","1740.67"
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.19: Liczba pacjentów (w tys.) poniżej 18 r.ż., którzy zrealizowali recepty na refundowane leki przeciwdepresyjne według wyszczególnionych substancji czynnych (2013–2023)","","","","","","","","","","",""
"Rok","Nazwa substancji","Liczba pacjentów (tys.)","","","","","","","","",""
"2013","clomipramini hydrochloridum","2.2000000000000002","","","","","","","","",""
"2013","fluoxetinum","2.85","","","","","","","","",""
"2013","fluvoxamini maleas","0.84","","","","","","","","",""
"2013","mianserini hydrochloridum","0.69","","","","","","","","",""
"2013","paroxetinum","0.59","","","","","","","","",""
"2013","pozostałe","1.3","","","","","","","","",""
"2013","sertralinum","9.26","","","","","","","","",""
"2014","clomipramini hydrochloridum","2.2599999999999998","","","","","","","","",""
"2014","fluoxetinum","3.54","","","","","","","","",""
"2014","fluvoxamini maleas","1.04","","","","","","","","",""
"2014","mianserini hydrochloridum","0.73","","","","","","","","",""
"2014","paroxetinum","0.62","","","","","","","","",""
"2014","pozostałe","1.43","","","","","","","","",""
"2014","sertralinum","11.13","","","","","","","","",""
"2015","clomipramini hydrochloridum","2.29","","","","","","","","",""
"2015","fluoxetinum","4.03","","","","","","","","",""
"2015","fluvoxamini maleas","1.25","","","","","","","","",""
"2015","mianserini hydrochloridum","0.76","","","","","","","","",""
"2015","paroxetinum","0.61","","","","","","","","",""
"2015","pozostałe","1.65","","","","","","","","",""
"2015","sertralinum","12.97","","","","","","","","",""
"2016","clomipramini hydrochloridum","2.12","","","","","","","","",""
"2016","fluoxetinum","4.68","","","","","","","","",""
"2016","fluvoxamini maleas","1.51","","","","","","","","",""
"2016","mianserini hydrochloridum","0.87","","","","","","","","",""
"2016","paroxetinum","0.69","","","","","","","","",""
"2016","pozostałe","1.89","","","","","","","","",""
"2016","sertralinum","14.81","","","","","","","","",""
"2017","clomipramini hydrochloridum","2.1","","","","","","","","",""
"2017","fluoxetinum","6.22","","","","","","","","",""
"2017","fluvoxamini maleas","1.7","","","","","","","","",""
"2017","mianserini hydrochloridum","0.94","","","","","","","","",""
"2017","pozostałe","2.16","","","","","","","","",""
"2017","sertralinum","17.190000000000001","","","","","","","","",""
"2017","trazodoni hydrochloridum","0.87","","","","","","","","",""
"2018","clomipramini hydrochloridum","2.16","","","","","","","","",""
"2018","fluoxetinum","8.4700000000000006","","","","","","","","",""
"2018","fluvoxamini maleas","2.0299999999999998","","","","","","","","",""
"2018","mianserini hydrochloridum","1.25","","","","","","","","",""
"2018","pozostałe","2.8","","","","","","","","",""
"2018","sertralinum","20.86","","","","","","","","",""
"2018","trazodoni hydrochloridum","1.31","","","","","","","","",""
"2019","clomipramini hydrochloridum","2.2400000000000002","","","","","","","","",""
"2019","fluoxetinum","9.68","","","","","","","","",""
"2019","fluvoxamini maleas","2.42","","","","","","","","",""
"2019","pozostałe","3.38","","","","","","","","",""
"2019","sertralinum","24.45","","","","","","","","",""
"2019","trazodoni hydrochloridum","1.64","","","","","","","","",""
"2019","venlafaxinum","1.53","","","","","","","","",""
"2020","clomipramini hydrochloridum","1.84","","","","","","","","",""
"2020","fluoxetinum","10.73","","","","","","","","",""
"2020","fluvoxamini maleas","2.1","","","","","","","","",""
"2020","pozostałe","3.63","","","","","","","","",""
"2020","sertralinum","24.88","","","","","","","","",""
"2020","trazodoni hydrochloridum","1.79","","","","","","","","",""
"2020","venlafaxinum","1.95","","","","","","","","",""
"2021","clomipramini hydrochloridum","2.16","","","","","","","","",""
"2021","fluoxetinum","17.07","","","","","","","","",""
"2021","fluvoxamini maleas","2.99","","","","","","","","",""
"2021","pozostałe","4.91","","","","","","","","",""
"2021","sertralinum","34.979999999999997","","","","","","","","",""
"2021","trazodoni hydrochloridum","2.85","","","","","","","","",""
"2021","venlafaxinum","2.85","","","","","","","","",""
"2022","fluoxetinum","24.11","","","","","","","","",""
"2022","fluvoxamini maleas","4.18","","","","","","","","",""
"2022","mianserini hydrochloridum","2.66","","","","","","","","",""
"2022","pozostałe","6.12","","","","","","","","",""
"2022","sertralinum","47.56","","","","","","","","",""
"2022","trazodoni hydrochloridum","4.32","","","","","","","","",""
"2022","venlafaxinum","4.66","","","","","","","","",""
"2023","fluoxetinum","26.8","","","","","","","","",""
"2023","fluvoxamini maleas","3.5","","","","","","","","",""
"2023","mianserini hydrochloridum","2.57","","","","","","","","",""
"2023","pozostałe","6.71","","","","","","","","",""
"2023","sertralinum","50.85","","","","","","","","",""
"2023","trazodoni hydrochloridum","5.0999999999999996","","","","","","","","",""
"2023","venlafaxinum","5.68","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.20: Wartość refundacji (w mln zł) leków przeciwdepresyjnych w podziale na substancje czynne (2013–2023)","","","","","","","","","","",""
"Rok","Substancja czynna","Wartość refundacji (mln zł)","","","","","","","","",""
"2013","clomipramini hydrochloridum","14.36","","","","","","","","",""
"2013","fluoxetinum","7.65","","","","","","","","",""
"2013","mianserini hydrochloridum","19.190000000000001","","","","","","","","",""
"2013","paroxetinum","6.98","","","","","","","","",""
"2013","pozostałe","14.08","","","","","","","","",""
"2013","sertralinum","16.59","","","","","","","","",""
"2013","venlafaxinum","21.62","","","","","","","","",""
"2014","clomipramini hydrochloridum","14.57","","","","","","","","",""
"2014","fluoxetinum","8.1999999999999993","","","","","","","","",""
"2014","mianserini hydrochloridum","19.63","","","","","","","","",""
"2014","paroxetinum","7.21","","","","","","","","",""
"2014","pozostałe","15.41","","","","","","","","",""
"2014","sertralinum","18.89","","","","","","","","",""
"2014","venlafaxinum","23.28","","","","","","","","",""
"2015","clomipramini hydrochloridum","14.53","","","","","","","","",""
"2015","fluoxetinum","8.65","","","","","","","","",""
"2015","mianserini hydrochloridum","18.87","","","","","","","","",""
"2015","paroxetinum","7.84","","","","","","","","",""
"2015","pozostałe","17.28","","","","","","","","",""
"2015","sertralinum","21.26","","","","","","","","",""
"2015","venlafaxinum","27.09","","","","","","","","",""
"2016","clomipramini hydrochloridum","13.91","","","","","","","","",""
"2016","fluoxetinum","8.84","","","","","","","","",""
"2016","mianserini hydrochloridum","17.329999999999998","","","","","","","","",""
"2016","pozostałe","17.62","","","","","","","","",""
"2016","sertralinum","23.31","","","","","","","","",""
"2016","trazodoni hydrochloridum","8.4700000000000006","","","","","","","","",""
"2016","venlafaxinum","27.42","","","","","","","","",""
"2017","clomipramini hydrochloridum","13.46","","","","","","","","",""
"2017","fluoxetinum","9.77","","","","","","","","",""
"2017","mianserini hydrochloridum","19.07","","","","","","","","",""
"2017","pozostałe","20.45","","","","","","","","",""
"2017","sertralinum","27.21","","","","","","","","",""
"2017","trazodoni hydrochloridum","10.65","","","","","","","","",""
"2017","venlafaxinum","28.71","","","","","","","","",""
"2018","clomipramini hydrochloridum","12.99","","","","","","","","",""
"2018","fluoxetinum","10.25","","","","","","","","",""
"2018","mianserini hydrochloridum","19.98","","","","","","","","",""
"2018","pozostałe","21.38","","","","","","","","",""
"2018","sertralinum","30.28","","","","","","","","",""
"2018","trazodoni hydrochloridum","12.02","","","","","","","","",""
"2018","venlafaxinum","29.14","","","","","","","","",""
"2019","clomipramini hydrochloridum","12.75","","","","","","","","",""
"2019","mianserini hydrochloridum","20.16","","","","","","","","",""
"2019","paroxetinum","9.9700000000000006","","","","","","","","",""
"2019","pozostałe","19.239999999999998","","","","","","","","",""
"2019","sertralinum","33.93","","","","","","","","",""
"2019","trazodoni hydrochloridum","14.3","","","","","","","","",""
"2019","venlafaxinum","33.07","","","","","","","","",""
"2020","clomipramini hydrochloridum","12.51","","","","","","","","",""
"2020","mianserini hydrochloridum","19.89","","","","","","","","",""
"2020","paroxetinum","10.37","","","","","","","","",""
"2020","pozostałe","31.67","","","","","","","","",""
"2020","sertralinum","36.86","","","","","","","","",""
"2020","trazodoni hydrochloridum","18.23","","","","","","","","",""
"2020","venlafaxinum","41.13","","","","","","","","",""
"2021","clomipramini hydrochloridum","12.1","","","","","","","","",""
"2021","mianserini hydrochloridum","19.28","","","","","","","","",""
"2021","pozostałe","39.869999999999997","","","","","","","","",""
"2021","sertralinum","41.23","","","","","","","","",""
"2021","trazodoni hydrochloridum","20.45","","","","","","","","",""
"2021","venlafaxinum","44.44","","","","","","","","",""
"2021","vortioxetini hydrobromidum","13.39","","","","","","","","",""
"2022","clomipramini hydrochloridum","11.8","","","","","","","","",""
"2022","mianserini hydrochloridum","18.850000000000001","","","","","","","","",""
"2022","pozostałe","43.57","","","","","","","","",""
"2022","sertralinum","47.02","","","","","","","","",""
"2022","trazodoni hydrochloridum","22.76","","","","","","","","",""
"2022","venlafaxinum","48.01","","","","","","","","",""
"2022","vortioxetini hydrobromidum","19.260000000000002","","","","","","","","",""
"2023","duloxetinum","12.88","","","","","","","","",""
"2023","mianserini hydrochloridum","19.23","","","","","","","","",""
"2023","pozostałe","48.18","","","","","","","","",""
"2023","sertralinum","54.43","","","","","","","","",""
"2023","trazodoni hydrochloridum","27.92","","","","","","","","",""
"2023","venlafaxinum","54.51","","","","","","","","",""
"2023","vortioxetini hydrobromidum","23.31","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.16: Wartość refundacji (w mln zł) leków przeciwdepresyjnych wg substancji czynnych (2013–2023)","","","","","","","","","","",""
"Substancja czynna","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"venlafaxinum","21.62","23.28","27.09","27.42","28.71","29.14","33.07","41.13","44.44","48.01","54.51"
"sertralinum","16.59","18.89","21.26","23.31","27.21","30.28","33.93","36.86","41.23","47.02","54.43"
"trazodoni hydrochloridum","4.6100000000000003","5.9","7.55","8.4700000000000006","10.65","12.02","14.3","18.23","20.45","22.76","27.92"
"mianserini hydrochloridum","19.190000000000001","19.63","18.87","17.329999999999998","19.07","19.98","20.16","19.89","19.28","18.850000000000001","19.23"
"vortioxetini hydrobromidum","0","0","0.02","0.03","0.05","0.05","0.06","7.45","13.39","19.260000000000002","23.31"
"clomipramini hydrochloridum","14.36","14.57","14.53","13.91","13.46","12.99","12.75","12.51","12.1","11.8","11.6"
"paroxetinum","6.98","7.21","7.84","8.18","8.98","9.35","9.9700000000000006","10.37","10.87","11.33","11.83"
"fluoxetinum","7.65","8.1999999999999993","8.65","8.84","9.77","10.25","8.4","9.3000000000000007","10.3","11.32","12.87"
"duloxetinum","0.02","0.03","0.03","0.06","0.08","0.12","0.14000000000000001","3.8","7.62","10.130000000000001","12.88"
"tianeptinum natricum","5.26","5.31","5.24","4.7","4.37","4.07","4.17","4.67","4.7699999999999996","4.67","5.54"
"agomelatinum","0.09","0.09","0.09","0.38","2.83","3.73","2.4500000000000002","2.68","2.66","3.07","3.22"
"moclobemidum","1.41","1.41","1.39","1.32","1.3","1.31","1.32","1.29","1.26","1.24","1.31"
"pozostałe","2.69","2.67","2.97","2.94","2.84","2.74","2.7","2.4900000000000002","2.38","1.82","1.82"
"łącznie","100.47","107.19","115.53","116.89","129.32","136.04","143.43","170.66","190.76","211.26","240.46"
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
