"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration"
59,"housemaid","married","tertiary","no",0,"no","no","telephone",13,"nov",494
30,"management","single","tertiary","no",1243,"yes","no","telephone",13,"nov",86
32,"management","married","tertiary","no",62,"yes","no","telephone",13,"nov",45
32,"blue-collar","single","tertiary","no",700,"no","no","unknown",13,"nov",90
31,"entrepreneur","single","secondary","no",0,"no","no","telephone",13,"nov",160
49,"admin.","married","secondary","no",3608,"yes","no","unknown",13,"nov",231
46,"unknown","married","unknown","no",677,"no","no","unknown",13,"nov",722
27,"student","single","secondary","no",67,"no","no","telephone",14,"nov",239
35,"unemployed","single","secondary","no",127,"yes","no","telephone",14,"nov",162
32,"blue-collar","married","secondary","no",2089,"yes","no","cellular",14,"nov",132
57,"blue-collar","married","unknown","no",3585,"no","no","telephone",14,"nov",172
58,"management","married","tertiary","no",4152,"yes","no","telephone",14,"nov",160
35,"admin.","single","secondary","no",943,"no","no","telephone",14,"nov",24
30,"technician","single","secondary","no",816,"yes","no","unknown",14,"nov",179
32,"management","married","tertiary","no",937,"no","no","unknown",17,"nov",76
44,"entrepreneur","married","tertiary","no",1631,"yes","no","cellular",17,"nov",81
57,"blue-collar","married","secondary","no",5270,"yes","no","telephone",17,"nov",101
51,"management","divorced","tertiary","no",119,"no","no","cellular",17,"nov",200
51,"technician","married","secondary","no",58,"yes","no","cellular",17,"nov",79
58,"technician","married","secondary","no",-942,"yes","no","cellular",17,"nov",131
44,"management","married","tertiary","no",6203,"yes","yes","cellular",17,"nov",58
54,"admin.","married","secondary","no",4028,"yes","no","cellular",17,"nov",146
57,"admin.","married","secondary","no",0,"yes","no","telephone",17,"nov",92
53,"technician","married","secondary","no",910,"no","no","cellular",17,"nov",156
35,"technician","married","secondary","no",1577,"yes","yes","cellular",17,"nov",53
41,"management","married","tertiary","no",7028,"no","no","cellular",17,"nov",98
50,"entrepreneur","married","secondary","no",665,"no","no","telephone",17,"nov",238
37,"technician","married","secondary","no",421,"yes","yes","cellular",17,"nov",85
46,"admin.","married","secondary","no",1252,"yes","yes","cellular",17,"nov",59
34,"technician","single","secondary","no",105,"yes","no","cellular",17,"nov",303
37,"self-employed","married","secondary","no",8230,"yes","no","cellular",17,"nov",51
35,"management","married","tertiary","no",94,"yes","no","unknown",17,"nov",108
49,"blue-collar","divorced","primary","no",514,"no","no","cellular",17,"nov",221
42,"management","married","secondary","no",71,"no","no","cellular",17,"nov",80
49,"management","married","tertiary","no",1533,"no","no","cellular",17,"nov",324
40,"services","divorced","unknown","no",5847,"no","no","telephone",17,"nov",206
42,"self-employed","married","tertiary","no",4960,"no","no","cellular",17,"nov",139
49,"retired","married","secondary","no",8648,"no","no","cellular",17,"nov",527
47,"housemaid","married","tertiary","no",228,"yes","no","cellular",17,"nov",80
40,"management","single","secondary","no",1623,"yes","no","cellular",17,"nov",161
36,"technician","divorced","secondary","no",3296,"yes","no","cellular",17,"nov",130
47,"technician","married","tertiary","no",0,"no","no","cellular",17,"nov",120
43,"technician","divorced","secondary","no",1648,"no","no","cellular",17,"nov",80
56,"management","married","tertiary","no",6798,"yes","no","cellular",17,"nov",250
55,"management","married","tertiary","no",1402,"yes","no","cellular",17,"nov",66
54,"blue-collar","married","primary","no",69,"no","no","cellular",17,"nov",71
33,"services","single","secondary","no",200,"yes","no","cellular",17,"nov",252
56,"management","married","tertiary","no",5282,"no","no","cellular",17,"nov",113
52,"management","married","primary","no",0,"yes","yes","cellular",17,"nov",121
45,"self-employed","married","tertiary","no",582,"no","no","cellular",17,"nov",148
51,"technician","married","secondary","no",195,"yes","no","cellular",17,"nov",78
57,"management","married","secondary","no",7162,"no","no","cellular",17,"nov",83
57,"management","married","tertiary","no",1636,"no","no","cellular",17,"nov",123
58,"retired","married","secondary","no",425,"yes","yes","cellular",17,"nov",100
55,"entrepreneur","married","primary","no",199,"no","no","cellular",17,"nov",176
45,"management","married","tertiary","no",1323,"yes","no","cellular",17,"nov",550
48,"management","married","tertiary","no",3419,"yes","no","cellular",17,"nov",75
55,"retired","married","secondary","no",103,"yes","yes","cellular",17,"nov",57
47,"management","married","tertiary","no",1028,"no","yes","cellular",17,"nov",55
48,"management","divorced","secondary","no",17,"yes","no","cellular",17,"nov",195
39,"admin.","married","secondary","no",2598,"no","no","cellular",17,"nov",123
47,"blue-collar","married","secondary","no",1484,"no","no","cellular",17,"nov",297
40,"self-employed","single","tertiary","no",1693,"yes","no","cellular",17,"nov",353
37,"management","single","tertiary","no",411,"yes","yes","cellular",17,"nov",142
50,"management","married","tertiary","no",4278,"no","no","cellular",17,"nov",53
38,"management","married","tertiary","no",494,"no","no","cellular",17,"nov",146
59,"admin.","married","secondary","no",231,"no","yes","cellular",17,"nov",59
54,"technician","single","secondary","no",198,"yes","yes","cellular",17,"nov",120
32,"management","married","tertiary","no",2516,"no","no","cellular",17,"nov",595
52,"management","married","tertiary","no",1701,"yes","yes","cellular",17,"nov",381
48,"admin.","divorced","secondary","no",295,"yes","no","cellular",17,"nov",123
52,"admin.","married","secondary","no",1274,"yes","no","cellular",17,"nov",74
57,"admin.","divorced","secondary","no",1878,"yes","no","cellular",17,"nov",219
43,"services","married","secondary","no",3305,"yes","no","cellular",17,"nov",387
45,"technician","married","secondary","no",1,"yes","no","cellular",17,"nov",433
30,"management","single","secondary","no",2785,"no","yes","cellular",17,"nov",548
46,"management","married","primary","no",-292,"yes","no","telephone",17,"nov",100
40,"management","married","tertiary","no",8969,"yes","no","cellular",17,"nov",153
52,"management","married","tertiary","no",2901,"no","no","cellular",17,"nov",223
53,"technician","married","secondary","no",65,"no","no","cellular",17,"nov",178
49,"services","married","secondary","no",1114,"no","no","cellular",17,"nov",283
45,"technician","married","secondary","no",1477,"yes","no","cellular",17,"nov",75
54,"technician","married","secondary","no",465,"yes","yes","cellular",17,"nov",92
49,"services","married","secondary","no",0,"yes","no","telephone",17,"nov",96
39,"admin.","married","secondary","no",401,"yes","no","cellular",17,"nov",396
39,"blue-collar","married","primary","no",3324,"no","no","cellular",17,"nov",96
54,"blue-collar","married","primary","no",2440,"no","yes","cellular",17,"nov",334
57,"technician","married","tertiary","no",0,"yes","yes","cellular",17,"nov",142
37,"management","married","tertiary","yes",0,"no","no","cellular",17,"nov",44
42,"housemaid","married","secondary","no",477,"yes","yes","cellular",17,"nov",231
39,"entrepreneur","married","tertiary","no",1654,"no","no","cellular",17,"nov",376
57,"housemaid","married","secondary","no",0,"no","no","cellular",17,"nov",56
48,"technician","married","primary","no",4656,"no","no","cellular",17,"nov",44
46,"management","married","tertiary","no",191,"yes","no","cellular",17,"nov",58
39,"blue-collar","married","primary","no",108,"no","no","cellular",17,"nov",265
49,"management","married","tertiary","no",64,"no","no","cellular",17,"nov",208
58,"admin.","married","unknown","no",0,"yes","no","cellular",17,"nov",219
43,"technician","married","secondary","no",1865,"yes","no","cellular",17,"nov",155
48,"technician","married","secondary","no",17,"yes","yes","cellular",17,"nov",81
44,"management","married","tertiary","no",1034,"no","no","cellular",17,"nov",73
49,"technician","divorced","secondary","no",7,"yes","yes","cellular",17,"nov",50
37,"management","married","secondary","no",5447,"yes","yes","cellular",17,"nov",1789
44,"technician","divorced","secondary","no",275,"no","no","cellular",17,"nov",1077
40,"technician","married","secondary","no",17,"no","no","telephone",17,"nov",192
43,"management","married","tertiary","no",0,"yes","no","cellular",17,"nov",110
57,"blue-collar","married","secondary","no",1540,"yes","no","cellular",17,"nov",564
34,"blue-collar","married","secondary","no",751,"yes","yes","cellular",17,"nov",1303
31,"entrepreneur","single","tertiary","no",1454,"no","no","cellular",17,"nov",377
58,"management","married","tertiary","no",2764,"no","no","cellular",17,"nov",235
30,"management","married","tertiary","no",5381,"no","no","cellular",17,"nov",375
50,"entrepreneur","married","secondary","no",0,"yes","yes","cellular",17,"nov",344
57,"retired","married","secondary","no",1749,"no","no","cellular",17,"nov",288
40,"admin.","married","secondary","no",0,"yes","yes","cellular",17,"nov",57
39,"management","married","secondary","no",313,"yes","no","cellular",17,"nov",125
33,"admin.","married","secondary","no",0,"yes","no","cellular",17,"nov",78
41,"management","married","tertiary","no",1272,"yes","no","cellular",17,"nov",214
38,"management","married","tertiary","no",1875,"no","no","cellular",17,"nov",286
46,"admin.","divorced","secondary","no",-60,"no","no","cellular",17,"nov",117
59,"technician","single","secondary","no",6284,"yes","no","cellular",17,"nov",41
44,"admin.","divorced","secondary","no",0,"no","no","cellular",17,"nov",57
57,"technician","married","secondary","no",1469,"yes","no","cellular",17,"nov",364
49,"entrepreneur","married","secondary","no",2655,"no","no","cellular",17,"nov",63
57,"admin.","married","primary","no",1694,"yes","no","telephone",17,"nov",378
51,"technician","married","tertiary","no",0,"no","no","telephone",17,"nov",81
58,"entrepreneur","married","secondary","no",318,"yes","no","cellular",17,"nov",430
48,"blue-collar","married","primary","no",0,"no","yes","cellular",17,"nov",479
35,"technician","divorced","tertiary","no",1718,"yes","yes","cellular",17,"nov",74
49,"services","married","secondary","no",1084,"yes","no","telephone",17,"nov",99
54,"management","married","secondary","yes",5249,"yes","no","cellular",17,"nov",108
55,"management","married","secondary","no",2410,"yes","no","cellular",17,"nov",135
50,"management","married","secondary","no",633,"no","yes","telephone",17,"nov",302
42,"technician","single","tertiary","no",35,"yes","yes","cellular",17,"nov",38
38,"entrepreneur","married","secondary","no",0,"yes","yes","cellular",17,"nov",258
37,"technician","married","tertiary","no",0,"yes","no","cellular",17,"nov",77
49,"management","married","tertiary","no",17432,"no","no","cellular",17,"nov",102
47,"blue-collar","married","secondary","no",4403,"yes","yes","unknown",17,"nov",81
46,"blue-collar","married","secondary","no",0,"yes","no","cellular",17,"nov",127
52,"management","married","tertiary","no",2063,"yes","no","cellular",17,"nov",114
42,"technician","married","secondary","no",69,"yes","yes","cellular",17,"nov",55
33,"technician","married","tertiary","no",326,"yes","no","cellular",17,"nov",238
47,"blue-collar","married","secondary","no",410,"yes","yes","cellular",17,"nov",179
51,"admin.","married","secondary","no",113,"yes","no","cellular",17,"nov",84
56,"retired","married","secondary","no",2749,"yes","yes","cellular",17,"nov",38
51,"entrepreneur","married","tertiary","no",209,"no","no","cellular",17,"nov",130
55,"management","married","tertiary","no",926,"yes","no","cellular",17,"nov",309
40,"services","single","secondary","no",856,"yes","no","telephone",17,"nov",70
50,"technician","single","secondary","no",246,"yes","no","cellular",17,"nov",270
48,"technician","married","secondary","no",32,"yes","yes","cellular",17,"nov",110
54,"blue-collar","married","primary","no",209,"no","yes","unknown",17,"nov",206
41,"entrepreneur","divorced","tertiary","no",0,"yes","no","cellular",17,"nov",176
42,"technician","married","secondary","no",4466,"no","no","cellular",17,"nov",158
54,"blue-collar","married","secondary","no",0,"no","no","telephone",17,"nov",483
58,"management","married","tertiary","no",7387,"no","no","telephone",17,"nov",85
50,"entrepreneur","married","tertiary","no",5420,"yes","no","cellular",17,"nov",73
45,"technician","married","secondary","no",1415,"yes","no","cellular",17,"nov",483
46,"technician","single","tertiary","no",1448,"no","no","cellular",17,"nov",292
49,"admin.","married","secondary","no",272,"yes","yes","cellular",17,"nov",108
40,"services","divorced","secondary","no",5766,"yes","yes","cellular",17,"nov",68
30,"management","married","tertiary","no",101,"yes","no","cellular",17,"nov",348
50,"management","married","tertiary","no",4,"yes","yes","telephone",17,"nov",105
58,"management","divorced","tertiary","no",0,"no","no","cellular",17,"nov",107
39,"management","married","tertiary","no",500,"yes","no","cellular",17,"nov",257
36,"management","married","tertiary","no",5057,"yes","no","cellular",17,"nov",70
34,"student","single","unknown","no",5827,"no","no","cellular",17,"nov",97
41,"management","single","tertiary","no",3013,"yes","no","cellular",17,"nov",150
59,"admin.","married","unknown","no",283,"no","yes","unknown",17,"nov",300
52,"services","married","tertiary","no",3094,"yes","no","cellular",17,"nov",96
40,"management","married","tertiary","no",5010,"no","no","cellular",17,"nov",49
58,"admin.","married","secondary","no",4962,"no","yes","cellular",17,"nov",112
54,"admin.","divorced","secondary","no",7089,"no","no","telephone",17,"nov",40
46,"blue-collar","married","secondary","no",2348,"no","no","cellular",17,"nov",182
50,"management","married","tertiary","no",2479,"no","no","cellular",17,"nov",259
54,"admin.","married","secondary","no",865,"yes","no","cellular",17,"nov",71
56,"retired","married","secondary","no",450,"no","no","telephone",17,"nov",16
34,"housemaid","married","tertiary","no",1265,"yes","no","cellular",17,"nov",118
57,"admin.","single","secondary","no",738,"no","no","cellular",17,"nov",56
54,"admin.","married","secondary","no",191,"yes","yes","telephone",17,"nov",44
48,"management","single","tertiary","no",8106,"no","no","unknown",17,"nov",125
45,"technician","divorced","secondary","no",30,"yes","yes","cellular",17,"nov",88
51,"services","divorced","secondary","no",518,"yes","no","telephone",17,"nov",76
56,"management","married","primary","no",-155,"yes","no","cellular",17,"nov",282
59,"management","married","tertiary","no",0,"no","no","cellular",17,"nov",90
49,"admin.","married","secondary","no",12226,"yes","no","cellular",17,"nov",96
52,"admin.","divorced","secondary","no",48,"no","yes","cellular",17,"nov",591
53,"services","married","secondary","no",1364,"no","no","cellular",17,"nov",508
42,"self-employed","married","secondary","no",5564,"no","no","cellular",17,"nov",560
53,"management","single","tertiary","no",720,"yes","no","unknown",17,"nov",99
54,"management","married","tertiary","no",14107,"no","no","cellular",17,"nov",98
56,"management","divorced","tertiary","no",2126,"yes","no","cellular",17,"nov",131
46,"management","single","tertiary","no",46,"no","yes","cellular",17,"nov",80
52,"retired","married","secondary","no",5423,"no","yes","cellular",17,"nov",93
41,"unemployed","divorced","tertiary","no",-198,"yes","no","cellular",17,"nov",165
40,"technician","divorced","tertiary","no",1871,"yes","no","cellular",17,"nov",64
51,"blue-collar","married","secondary","no",-355,"yes","yes","cellular",17,"nov",122
47,"management","married","tertiary","no",3505,"no","no","cellular",17,"nov",434
58,"retired","married","secondary","no",8332,"no","no","unknown",17,"nov",164
50,"admin.","married","secondary","no",1575,"no","no","cellular",17,"nov",407
56,"technician","divorced","secondary","no",689,"yes","no","cellular",17,"nov",110
58,"management","married","tertiary","no",-565,"yes","yes","cellular",17,"nov",191
49,"management","divorced","tertiary","no",2370,"yes","yes","unknown",17,"nov",56
42,"management","single","tertiary","no",328,"yes","yes","cellular",17,"nov",125
52,"management","married","tertiary","no",2578,"no","no","cellular",17,"nov",412
53,"admin.","married","secondary","no",1661,"yes","yes","cellular",17,"nov",85
49,"management","married","tertiary","no",6493,"yes","no","telephone",17,"nov",180
57,"housemaid","married","tertiary","no",3760,"no","no","cellular",17,"nov",1070
43,"technician","single","secondary","no",463,"yes","no","cellular",17,"nov",266
59,"retired","married","tertiary","no",135,"yes","no","unknown",17,"nov",94
45,"management","married","tertiary","no",77,"yes","no","cellular",17,"nov",59
52,"blue-collar","married","secondary","no",0,"yes","no","cellular",17,"nov",125
50,"unemployed","single","secondary","no",2668,"no","no","telephone",17,"nov",1606
52,"technician","single","secondary","no",1262,"no","yes","cellular",17,"nov",216
45,"housemaid","married","secondary","no",20187,"yes","no","cellular",17,"nov",707
51,"services","divorced","secondary","no",135,"yes","yes","cellular",17,"nov",862
51,"services","married","secondary","no",1191,"no","yes","cellular",17,"nov",214
36,"self-employed","married","tertiary","no",7343,"no","no","cellular",17,"nov",78
58,"management","divorced","tertiary","no",315,"yes","no","cellular",17,"nov",62
58,"management","divorced","tertiary","no",1573,"yes","yes","cellular",17,"nov",279
31,"admin.","single","tertiary","no",0,"no","no","cellular",17,"nov",173
31,"admin.","married","tertiary","no",1144,"yes","yes","cellular",17,"nov",89
33,"management","married","tertiary","no",685,"no","no","unknown",17,"nov",53
34,"management","single","tertiary","no",621,"yes","no","cellular",17,"nov",97
53,"technician","divorced","tertiary","no",2228,"no","no","cellular",17,"nov",890
48,"blue-collar","married","secondary","no",1039,"yes","no","cellular",17,"nov",581
42,"management","divorced","tertiary","no",0,"no","no","cellular",17,"nov",116
51,"technician","married","secondary","no",0,"yes","no","cellular",17,"nov",70
46,"management","married","secondary","no",1306,"yes","no","telephone",17,"nov",155
34,"admin.","single","secondary","no",0,"yes","no","cellular",17,"nov",214
45,"technician","single","secondary","no",819,"no","yes","cellular",17,"nov",200
47,"blue-collar","married","secondary","no",33,"no","no","telephone",17,"nov",27
31,"management","married","tertiary","no",898,"no","no","cellular",17,"nov",578
47,"management","married","tertiary","no",2919,"yes","no","cellular",17,"nov",153
35,"management","married","tertiary","no",1108,"yes","no","cellular",17,"nov",52
39,"management","single","primary","no",0,"yes","yes","cellular",17,"nov",62
32,"admin.","single","secondary","no",4344,"yes","no","cellular",17,"nov",79
40,"technician","married","secondary","no",1952,"yes","no","cellular",17,"nov",310
56,"management","married","tertiary","no",2551,"yes","no","cellular",17,"nov",150
54,"technician","married","secondary","no",472,"yes","yes","unknown",17,"nov",229
45,"technician","single","secondary","no",1171,"yes","no","cellular",17,"nov",34
59,"retired","divorced","secondary","no",514,"yes","no","cellular",17,"nov",573
30,"management","single","tertiary","no",1435,"yes","no","cellular",17,"nov",104
41,"technician","divorced","secondary","no",0,"yes","no","cellular",17,"nov",386
45,"admin.","single","secondary","no",597,"no","yes","telephone",17,"nov",73
59,"management","married","primary","no",252,"yes","yes","cellular",17,"nov",138
40,"technician","married","secondary","no",0,"yes","no","cellular",17,"nov",74
45,"management","divorced","tertiary","no",6572,"yes","no","cellular",17,"nov",42
46,"management","divorced","secondary","no",10,"yes","no","cellular",17,"nov",273
45,"management","married","secondary","no",4425,"no","no","unknown",17,"nov",147
43,"technician","divorced","secondary","no",-36,"yes","no","cellular",17,"nov",190
30,"management","single","secondary","no",18,"yes","no","cellular",17,"nov",294
46,"technician","married","secondary","no",0,"yes","no","cellular",17,"nov",96
57,"admin.","married","secondary","no",92,"no","yes","cellular",17,"nov",49
55,"retired","married","secondary","no",4230,"no","yes","cellular",17,"nov",163
43,"technician","married","secondary","no",0,"no","yes","cellular",17,"nov",103
55,"entrepreneur","divorced","tertiary","no",1730,"no","no","cellular",17,"nov",89
48,"technician","married","secondary","yes",295,"no","yes","cellular",17,"nov",190
42,"unemployed","married","secondary","no",4544,"no","no","cellular",17,"nov",77
49,"services","married","secondary","no",202,"yes","no","cellular",17,"nov",651
49,"entrepreneur","married","tertiary","no",313,"yes","no","cellular",17,"nov",42
46,"management","married","tertiary","no",716,"yes","yes","cellular",17,"nov",106
43,"entrepreneur","married","tertiary","no",0,"yes","no","cellular",17,"nov",105
39,"blue-collar","single","primary","no",419,"yes","no","cellular",17,"nov",186
37,"technician","married","secondary","no",344,"yes","yes","cellular",17,"nov",56
40,"management","single","tertiary","no",0,"no","yes","cellular",17,"nov",657
37,"entrepreneur","single","tertiary","no",1467,"yes","yes","cellular",17,"nov",349
38,"entrepreneur","married","tertiary","no",0,"yes","no","cellular",17,"nov",65
48,"management","married","primary","no",427,"no","no","cellular",17,"nov",62
42,"technician","married","tertiary","no",14282,"yes","no","cellular",17,"nov",77
45,"admin.","divorced","secondary","no",0,"yes","no","cellular",17,"nov",102
58,"admin.","married","secondary","no",3735,"no","no","cellular",17,"nov",91
43,"admin.","married","tertiary","no",279,"yes","no","cellular",17,"nov",111
56,"admin.","married","secondary","no",1270,"yes","no","cellular",17,"nov",80
58,"retired","divorced","secondary","no",-370,"no","no","cellular",17,"nov",1449
54,"unemployed","single","secondary","no",380,"no","no","cellular",17,"nov",696
35,"management","married","tertiary","no",209,"yes","no","cellular",17,"nov",188
36,"management","married","tertiary","no",441,"yes","yes","cellular",17,"nov",160
33,"management","married","secondary","no",0,"yes","no","cellular",17,"nov",407
43,"technician","married","secondary","no",536,"yes","no","cellular",17,"nov",77
53,"management","divorced","tertiary","no",5187,"no","yes","cellular",17,"nov",560
46,"self-employed","single","secondary","no",1029,"no","no","cellular",17,"nov",108
45,"unemployed","single","secondary","no",0,"yes","no","cellular",17,"nov",113
44,"admin.","married","secondary","no",4826,"yes","no","cellular",17,"nov",102
42,"services","married","secondary","no",1048,"yes","no","cellular",17,"nov",71
54,"services","divorced","secondary","no",2398,"yes","no","cellular",17,"nov",73
35,"technician","married","secondary","no",0,"yes","yes","cellular",17,"nov",199
39,"admin.","married","primary","no",0,"no","no","cellular",17,"nov",106
42,"blue-collar","married","secondary","no",179,"yes","no","cellular",17,"nov",96
41,"management","married","secondary","no",71,"yes","no","cellular",17,"nov",64
32,"blue-collar","single","primary","no",1918,"yes","no","cellular",17,"nov",321
47,"entrepreneur","married","secondary","no",2192,"yes","no","cellular",17,"nov",134
45,"services","married","secondary","no",4005,"yes","no","cellular",17,"nov",141
36,"services","married","secondary","no",0,"no","no","cellular",17,"nov",94
35,"services","single","secondary","no",2223,"no","no","cellular",17,"nov",499
41,"technician","married","secondary","no",112,"yes","no","cellular",17,"nov",1081
53,"admin.","divorced","tertiary","no",493,"yes","yes","cellular",17,"nov",64
32,"management","single","tertiary","no",0,"yes","yes","cellular",17,"nov",107
35,"admin.","married","secondary","no",0,"yes","no","telephone",17,"nov",84
51,"technician","single","secondary","no",17092,"no","no","cellular",17,"nov",35
44,"services","married","secondary","no",163,"yes","no","cellular",17,"nov",73
41,"technician","married","secondary","no",3029,"yes","no","cellular",17,"nov",251
53,"technician","single","secondary","no",6164,"yes","no","cellular",17,"nov",101
51,"technician","married","secondary","no",563,"yes","no","cellular",17,"nov",504
31,"admin.","married","secondary","no",1246,"yes","no","cellular",17,"nov",111
58,"management","married","tertiary","no",16264,"no","no","telephone",17,"nov",215
43,"services","divorced","unknown","no",2363,"yes","no","cellular",17,"nov",229
36,"blue-collar","married","secondary","no",1797,"yes","yes","cellular",17,"nov",166
49,"management","married","tertiary","no",7007,"no","no","cellular",17,"nov",325
52,"technician","married","tertiary","no",3440,"yes","no","cellular",17,"nov",124
36,"unemployed","married","secondary","no",16,"yes","yes","cellular",17,"nov",89
56,"management","married","primary","no",13,"no","no","cellular",17,"nov",240
56,"management","divorced","tertiary","no",968,"no","no","cellular",17,"nov",105
44,"management","single","tertiary","no",300,"yes","no","cellular",17,"nov",48
58,"admin.","married","secondary","no",2747,"no","no","cellular",17,"nov",907
57,"management","married","tertiary","yes",-24,"yes","no","telephone",17,"nov",14
48,"services","divorced","secondary","no",361,"no","no","cellular",17,"nov",287
32,"management","married","tertiary","no",81,"yes","no","cellular",17,"nov",120
44,"blue-collar","married","secondary","no",508,"yes","no","cellular",17,"nov",158
58,"management","divorced","secondary","no",321,"no","yes","cellular",17,"nov",254
42,"entrepreneur","married","tertiary","no",373,"no","no","cellular",17,"nov",174
38,"management","married","secondary","no",3840,"yes","yes","cellular",17,"nov",62
56,"management","divorced","tertiary","no",2096,"no","no","cellular",17,"nov",209
45,"technician","married","secondary","no",2020,"yes","no","cellular",17,"nov",62
35,"entrepreneur","married","secondary","no",24,"yes","no","cellular",17,"nov",128
46,"admin.","divorced","secondary","no",-637,"yes","no","cellular",17,"nov",153
38,"management","married","tertiary","no",425,"yes","no","cellular",17,"nov",240
40,"blue-collar","married","primary","no",69,"yes","no","cellular",17,"nov",375
47,"technician","married","secondary","no",80,"no","yes","cellular",17,"nov",74
41,"management","married","primary","no",5310,"yes","no","cellular",17,"nov",984
56,"management","married","tertiary","no",935,"yes","no","cellular",17,"nov",140
33,"admin.","married","tertiary","no",585,"yes","no","cellular",17,"nov",131
52,"self-employed","married","tertiary","no",0,"yes","no","cellular",17,"nov",117
48,"management","divorced","tertiary","no",757,"yes","no","cellular",17,"nov",90
45,"management","divorced","tertiary","no",3150,"yes","no","cellular",17,"nov",101
32,"technician","married","secondary","no",5,"yes","no","cellular",17,"nov",114
43,"self-employed","married","secondary","no",634,"yes","no","cellular",17,"nov",65
33,"blue-collar","married","secondary","no",0,"yes","no","cellular",17,"nov",809
46,"management","married","tertiary","no",9678,"yes","no","cellular",17,"nov",318
40,"blue-collar","single","secondary","no",677,"yes","no","cellular",17,"nov",619
42,"unemployed","married","unknown","no",970,"yes","no","telephone",17,"nov",725
52,"management","married","tertiary","no",0,"yes","no","cellular",17,"nov",164
54,"technician","married","secondary","no",899,"no","yes","cellular",17,"nov",61
55,"retired","married","secondary","no",1504,"yes","yes","cellular",17,"nov",761
50,"management","married","tertiary","no",830,"no","no","cellular",17,"nov",71
51,"technician","married","unknown","no",-174,"yes","yes","cellular",17,"nov",348
51,"self-employed","divorced","tertiary","no",1357,"yes","no","cellular",17,"nov",233
38,"management","single","tertiary","no",0,"yes","no","cellular",17,"nov",213
54,"management","married","tertiary","no",-1415,"yes","yes","cellular",17,"nov",135
26,"unknown","single","secondary","no",1187,"no","no","unknown",17,"nov",44
56,"management","married","tertiary","no",0,"no","no","cellular",17,"nov",194
54,"services","married","secondary","no",2719,"yes","no","cellular",17,"nov",166
56,"services","divorced","primary","no",588,"no","no","cellular",17,"nov",303
38,"admin.","married","unknown","no",4583,"yes","no","cellular",17,"nov",191
44,"unemployed","married","secondary","no",0,"yes","no","cellular",17,"nov",58
45,"self-employed","married","tertiary","no",0,"yes","no","cellular",17,"nov",134
42,"blue-collar","married","secondary","no",1657,"yes","yes","cellular",17,"nov",155
53,"entrepreneur","married","tertiary","no",2289,"yes","yes","cellular",17,"nov",183
46,"entrepreneur","divorced","tertiary","no",567,"yes","no","cellular",17,"nov",554
56,"management","divorced","tertiary","no",722,"no","no","cellular",17,"nov",218
53,"services","divorced","primary","no",200,"no","no","cellular",17,"nov",182
59,"management","married","tertiary","no",1783,"no","yes","cellular",17,"nov",540
43,"blue-collar","divorced","secondary","no",-259,"no","no","cellular",17,"nov",732
37,"blue-collar","married","secondary","no",22341,"yes","no","cellular",17,"nov",175
37,"management","married","tertiary","no",785,"yes","no","cellular",17,"nov",219
51,"management","married","tertiary","no",248,"yes","yes","cellular",17,"nov",139
44,"management","married","tertiary","no",226,"yes","no","cellular",17,"nov",76
36,"admin.","married","secondary","no",746,"yes","no","cellular",17,"nov",581
52,"management","married","tertiary","no",4504,"yes","no","cellular",17,"nov",268
51,"technician","married","secondary","no",12061,"yes","no","cellular",17,"nov",150
42,"technician","single","secondary","no",-15,"no","no","cellular",17,"nov",89
32,"management","married","tertiary","no",6274,"yes","no","cellular",17,"nov",500
53,"retired","single","secondary","yes",-741,"yes","yes","cellular",17,"nov",53
52,"management","married","tertiary","no",2920,"yes","no","cellular",17,"nov",131
41,"blue-collar","married","secondary","no",2152,"yes","no","cellular",17,"nov",369
46,"management","married","tertiary","no",189,"yes","no","cellular",17,"nov",111
34,"admin.","single","secondary","no",601,"no","no","cellular",17,"nov",184
42,"services","single","secondary","no",877,"no","no","cellular",17,"nov",90
40,"services","married","secondary","no",28,"no","no","telephone",17,"nov",48
46,"services","divorced","secondary","no",0,"no","no","cellular",17,"nov",407
48,"management","married","tertiary","no",5326,"no","no","cellular",17,"nov",116
55,"housemaid","married","primary","no",1563,"yes","no","cellular",17,"nov",128
45,"management","married","tertiary","no",1932,"yes","no","cellular",17,"nov",146
48,"management","divorced","tertiary","no",1144,"yes","no","cellular",17,"nov",78
50,"admin.","married","unknown","no",4861,"no","no","cellular",17,"nov",256
41,"blue-collar","married","primary","no",4593,"yes","yes","cellular",17,"nov",190
36,"technician","married","tertiary","no",99,"yes","yes","cellular",17,"nov",57
50,"management","married","tertiary","no",4,"no","no","cellular",17,"nov",223
58,"unknown","divorced","secondary","no",3111,"yes","no","cellular",17,"nov",111
43,"admin.","married","secondary","no",2576,"yes","no","cellular",17,"nov",143
44,"management","married","tertiary","no",1451,"yes","no","cellular",17,"nov",157
52,"management","married","unknown","no",672,"no","yes","cellular",17,"nov",171
52,"management","married","tertiary","no",1319,"yes","no","cellular",17,"nov",113
38,"blue-collar","single","secondary","no",1012,"yes","yes","telephone",17,"nov",69
41,"unemployed","married","primary","no",557,"yes","no","cellular",17,"nov",158
52,"retired","married","secondary","no",5057,"no","no","cellular",17,"nov",104
46,"blue-collar","married","primary","no",2749,"yes","no","cellular",17,"nov",332
